Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T007_001,SE_T007_002,SE_T007_003,SE_T007_004,SE_T007_005,SE_T007_006,SE_T007_007,SE_T007_008,SE_T007_009,SE_T007_010,SE_T007_011,SE_T007_012,SE_T007_013,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T017_001,SE_T017_002,SE_T017_003,SE_T017_004,SE_T017_005,SE_T017_006,SE_T017_007,SE_T017_008,SE_T017_009,SE_T057_001,SE_T093_001,SE_T094_001,SE_T094_002,SE_T094_003,SE_T118_001,SE_T118_002,SE_T118_003,SE_T118_004,SE_T118_005
"04013811300","14000US04013811300","Census Tract 8113, Maricopa County, Arizona","Census Tract 8113, Maricopa County, Arizona","az","140","00","ACSSF","0004526",,,,,"04","013",,,,"811300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2901,2901,6022.929,0.481659374483588,2901,1572,1329,2901,276,175,212,209,148,348,598,413,380,112,30,0,2901,2218,205,0,191,18,118,151,959,751,650,101,42,59,208,74,134,74010,989,959,879,80,2901,51,94,145,2756
"04013811400","14000US04013811400","Census Tract 8114, Maricopa County, Arizona","Census Tract 8114, Maricopa County, Arizona","az","140","00","ACSSF","0004527",,,,,"04","013",,,,"811400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078,5078,5114.232,0.992915411191094,5078,2650,2428,5078,411,331,345,199,585,633,1042,744,497,189,102,0,5078,4209,198,0,253,0,286,132,1820,1371,1017,354,148,206,449,268,181,88529,1907,1820,1486,334,5036,88,647,735,4301
"04013811500","14000US04013811500","Census Tract 8115, Maricopa County, Arizona","Census Tract 8115, Maricopa County, Arizona","az","140","00","ACSSF","0004528",,,,,"04","013",,,,"811500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2550,5196.998,0.490667910430473,2550,1284,1266,2550,267,292,170,66,138,311,551,369,263,21,102,0,2550,1621,201,0,328,0,158,242,827,678,584,94,26,68,149,94,55,104798,868,827,721,106,2528,41,94,135,2393
"04013811600","14000US04013811600","Census Tract 8116, Maricopa County, Arizona","Census Tract 8116, Maricopa County, Arizona","az","140","00","ACSSF","0004529",,,,,"04","013",,,,"811600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3919,3919,3905.788,1.00338264115509,3919,1789,2130,3919,287,289,209,269,364,642,623,642,315,211,55,13,3919,3261,171,0,308,0,55,124,1445,1121,857,264,72,192,324,104,220,67257,1682,1445,1091,354,3897,242,837,1079,2818
"04013811700","14000US04013811700","Census Tract 8117, Maricopa County, Arizona","Census Tract 8117, Maricopa County, Arizona","az","140","00","ACSSF","0004530",,,,,"04","013",,,,"811700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4564,4564,4531.056,1.00727069005725,4564,2198,2366,4564,395,387,348,110,394,564,598,782,464,279,235,8,4564,4192,35,15,182,0,105,35,1663,1177,1007,170,59,111,486,244,242,73750,1880,1663,1330,333,4564,101,645,746,3818
"04013811800","14000US04013811800","Census Tract 8118, Maricopa County, Arizona","Census Tract 8118, Maricopa County, Arizona","az","140","00","ACSSF","0004531",,,,,"04","013",,,,"811800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,1580,1502.797,1.05137321099557,1580,749,831,1580,102,115,255,67,55,259,296,245,124,62,0,0,1580,1357,92,92,22,0,0,17,626,397,286,111,77,34,229,39,190,96250,716,626,369,257,1580,0,51,51,1529
"04013811900","14000US04013811900","Census Tract 8119, Maricopa County, Arizona","Census Tract 8119, Maricopa County, Arizona","az","140","00","ACSSF","0004532",,,,,"04","013",,,,"811900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5596,5596,5301.021,1.05564581766402,5596,2889,2707,5596,408,540,273,196,428,597,1409,865,544,267,69,0,5596,4208,201,67,676,0,228,216,2041,1515,1304,211,70,141,526,339,187,102820,2272,2041,1628,413,5541,137,143,280,5261
"04013812000","14000US04013812000","Census Tract 8120, Maricopa County, Arizona","Census Tract 8120, Maricopa County, Arizona","az","140","00","ACSSF","0004533",,,,,"04","013",,,,"812000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331,3331,3250.227,1.02485146649328,3331,1644,1687,3331,391,293,207,11,430,840,368,205,363,152,44,27,3331,2905,271,75,37,0,25,18,1404,732,564,168,28,140,672,323,349,50806,1424,1404,461,943,3331,406,629,1035,2296
"04013812100","14000US04013812100","Census Tract 8121, Maricopa County, Arizona","Census Tract 8121, Maricopa County, Arizona","az","140","00","ACSSF","0004534",,,,,"04","013",,,,"812100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5351,5351,3104.682,1.72352574606523,5351,2602,2749,5351,480,419,355,145,428,1094,784,627,601,240,80,98,5351,3728,212,140,703,21,346,201,1978,1259,1064,195,43,152,719,314,405,73063,2152,1978,1354,624,5351,100,587,687,4664
"04013812200","14000US04013812200","Census Tract 8122, Maricopa County, Arizona","Census Tract 8122, Maricopa County, Arizona","az","140","00","ACSSF","0004535",,,,,"04","013",,,,"812200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6181,6181,3036.115,2.03582564861304,6181,2956,3225,6181,475,431,359,480,646,983,1187,1067,320,93,140,0,6181,5194,19,15,478,0,43,432,2162,1641,1312,329,78,251,521,274,247,100729,2238,2162,1596,566,6181,103,619,722,5459
"04013812300","14000US04013812300","Census Tract 8123, Maricopa County, Arizona","Census Tract 8123, Maricopa County, Arizona","az","140","00","ACSSF","0004536",,,,,"04","013",,,,"812300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3867,3867,3899.482,0.991670231676749,3867,1962,1905,3867,486,283,230,22,388,670,835,414,459,63,17,0,3867,3033,142,0,400,0,211,81,1487,992,932,60,0,60,495,262,233,81055,1648,1487,870,617,3867,161,377,538,3329
"04013812400","14000US04013812400","Census Tract 8124, Maricopa County, Arizona","Census Tract 8124, Maricopa County, Arizona","az","140","00","ACSSF","0004537",,,,,"04","013",,,,"812400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6017,6017,952.0403,6.32011074954787,6017,2865,3152,6017,654,643,420,216,280,834,1300,901,398,246,85,40,6017,4562,40,28,604,82,324,377,2150,1616,1371,245,67,178,534,153,381,85305,2350,2150,1715,435,6017,234,430,664,5353
"04013812500","14000US04013812500","Census Tract 8125, Maricopa County, Arizona","Census Tract 8125, Maricopa County, Arizona","az","140","00","ACSSF","0004538",,,,,"04","013",,,,"812500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033,2033,4355.935,0.466719536924495,2033,1054,979,2033,264,149,70,52,43,462,641,137,108,70,37,0,2033,1367,0,55,611,0,0,0,764,569,533,36,0,36,195,98,97,105923,764,764,680,84,2033,40,25,65,1968
"04013812600","14000US04013812600","Census Tract 8126, Maricopa County, Arizona","Census Tract 8126, Maricopa County, Arizona","az","140","00","ACSSF","0004539",,,,,"04","013",,,,"812600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4547,4547,3195.996,1.42271778865385,4547,2146,2401,4547,229,290,453,153,397,614,691,889,518,214,85,14,4547,3771,315,118,90,0,9,244,1861,1210,952,258,49,209,651,406,245,81484,2070,1861,1059,802,4531,125,516,641,3890
"04013812700","14000US04013812700","Census Tract 8127, Maricopa County, Arizona","Census Tract 8127, Maricopa County, Arizona","az","140","00","ACSSF","0004540",,,,,"04","013",,,,"812700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5346,5346,4824.719,1.10804374383202,5346,2753,2593,5346,500,508,333,386,319,814,957,815,415,204,57,38,5346,4306,358,25,467,10,40,140,1983,1466,1190,276,120,156,517,183,334,103531,2144,1983,1297,686,5346,343,143,486,4860
"04013812800","14000US04013812800","Census Tract 8128, Maricopa County, Arizona","Census Tract 8128, Maricopa County, Arizona","az","140","00","ACSSF","0004541",,,,,"04","013",,,,"812800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3474,3474,1767.649,1.9653222331532,3474,1769,1705,3474,287,400,300,171,144,803,597,532,111,129,0,0,3474,2600,46,0,740,0,72,16,1098,949,880,69,34,35,149,84,65,112786,1273,1098,974,124,3474,0,477,477,2997
"04013812900","14000US04013812900","Census Tract 8129, Maricopa County, Arizona","Census Tract 8129, Maricopa County, Arizona","az","140","00","ACSSF","0004542",,,,,"04","013",,,,"812900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636,2636,3577.815,0.736762486930441,2636,1294,1342,2636,319,144,167,33,124,397,569,368,331,128,28,28,2636,2207,71,11,263,0,54,30,1000,733,666,67,22,45,267,158,109,113864,1128,1000,774,226,2636,85,99,184,2452
"04013813000","14000US04013813000","Census Tract 8130, Maricopa County, Arizona","Census Tract 8130, Maricopa County, Arizona","az","140","00","ACSSF","0004543",,,,,"04","013",,,,"813000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2471,2471,1090.023,2.26692440273855,2471,1346,1125,2471,0,157,106,103,132,53,242,376,305,648,303,46,2471,2345,56,12,50,0,0,8,1076,852,838,14,10,4,224,129,95,88714,1269,1076,1041,35,2471,9,138,147,2324
"04013813100","14000US04013813100","Census Tract 8131, Maricopa County, Arizona","Census Tract 8131, Maricopa County, Arizona","az","140","00","ACSSF","0004544",,,,,"04","013",,,,"813100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304,2304,2296.537,1.0032498220069,2304,1181,1123,2304,188,274,184,152,96,198,684,290,190,48,0,0,2304,1372,139,57,581,9,31,115,747,661,597,64,0,64,86,56,30,109519,777,747,656,91,2304,0,30,30,2274
"04013813200","14000US04013813200","Census Tract 8132, Maricopa County, Arizona","Census Tract 8132, Maricopa County, Arizona","az","140","00","ACSSF","0004545",,,,,"04","013",,,,"813200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519,3519,3526.172,0.997966013742149,3519,1665,1854,3519,332,501,330,162,205,285,796,448,261,144,55,0,3519,2671,111,0,526,0,89,122,971,949,839,110,12,98,22,13,9,117477,1098,971,940,31,3509,187,24,211,3298
"04013813300","14000US04013813300","Census Tract 8133, Maricopa County, Arizona","Census Tract 8133, Maricopa County, Arizona","az","140","00","ACSSF","0004546",,,,,"04","013",,,,"813300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4196,4196,2127.424,1.97233809577496,4196,2092,2104,4196,580,491,291,113,172,533,1023,557,298,108,30,0,4196,3333,103,0,571,0,140,49,1253,1139,1010,129,109,20,114,31,83,126307,1327,1253,1189,64,4196,38,103,141,4055
"04013813400","14000US04013813400","Census Tract 8134, Maricopa County, Arizona","Census Tract 8134, Maricopa County, Arizona","az","140","00","ACSSF","0004547",,,,,"04","013",,,,"813400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3771,3771,1878.217,2.00775486218469,3771,1944,1827,3771,418,470,276,150,159,490,919,520,244,56,69,0,3771,3275,106,0,200,0,53,137,1167,905,785,120,0,120,262,217,45,99701,1263,1167,1007,160,3771,81,326,407,3364
"04013813500","14000US04013813500","Census Tract 8135, Maricopa County, Arizona","Census Tract 8135, Maricopa County, Arizona","az","140","00","ACSSF","0004548",,,,,"04","013",,,,"813500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3235,3235,1617.543,1.99994633179768,3235,1631,1604,3235,139,365,542,233,57,217,690,599,228,105,54,6,3235,3096,32,0,42,0,65,0,863,761,728,33,12,21,102,59,43,114638,931,863,819,44,3235,0,222,222,3013
"04013813600","14000US04013813600","Census Tract 8136, Maricopa County, Arizona","Census Tract 8136, Maricopa County, Arizona","az","140","00","ACSSF","0004549",,,,,"04","013",,,,"813600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545,2545,1290.151,1.97263771106275,2545,1246,1299,2545,226,313,199,78,215,176,558,303,312,133,32,0,2545,2142,13,0,290,12,0,88,719,711,662,49,12,37,8,0,8,129398,785,719,705,14,2545,107,0,107,2438
"04013813700","14000US04013813700","Census Tract 8137, Maricopa County, Arizona","Census Tract 8137, Maricopa County, Arizona","az","140","00","ACSSF","0004550",,,,,"04","013",,,,"813700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272,2272,2272.935,0.999588801183635,2272,925,1347,2272,0,0,0,0,0,0,0,96,455,805,704,212,2272,2234,12,12,14,0,0,0,1395,854,788,66,0,66,541,103,438,51472,1766,1395,1356,39,2272,53,220,273,1999
"04013813800","14000US04013813800","Census Tract 8138, Maricopa County, Arizona","Census Tract 8138, Maricopa County, Arizona","az","140","00","ACSSF","0004551",,,,,"04","013",,,,"813800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3055,3055,3066.411,0.996278747237439,3055,1255,1800,3055,0,0,0,0,0,0,33,61,577,1326,902,156,3055,2960,23,0,61,0,0,11,1916,1047,1009,38,0,38,869,203,666,35769,2363,1916,1723,193,3055,194,559,753,2302
"04013813900","14000US04013813900","Census Tract 8139, Maricopa County, Arizona","Census Tract 8139, Maricopa County, Arizona","az","140","00","ACSSF","0004552",,,,,"04","013",,,,"813900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4827,4827,4860.436,0.993120817548189,4827,2327,2500,4827,502,461,434,249,239,645,981,808,262,208,29,9,4827,3999,115,0,307,0,86,320,1574,1308,1148,160,59,101,266,123,143,83188,1867,1574,1343,231,4806,164,428,592,4214
"04013814000","14000US04013814000","Census Tract 8140, Maricopa County, Arizona","Census Tract 8140, Maricopa County, Arizona","az","140","00","ACSSF","0004553",,,,,"04","013",,,,"814000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,1515,1580.282,0.958689769991212,1515,612,903,1515,12,29,28,0,56,65,73,108,536,362,188,58,1515,1441,32,8,0,0,9,25,822,549,484,65,29,36,273,21,252,52708,922,822,744,78,1515,114,163,277,1238
"04013814100","14000US04013814100","Census Tract 8141, Maricopa County, Arizona","Census Tract 8141, Maricopa County, Arizona","az","140","00","ACSSF","0004554",,,,,"04","013",,,,"814100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5774,5774,5823.021,0.991581428176501,5774,2824,2950,5774,812,684,475,280,377,904,1217,593,236,115,66,15,5774,4689,246,0,338,0,255,246,1623,1383,1172,211,73,138,240,105,135,102722,1787,1623,1267,356,5723,247,301,548,5175
"04013814200","14000US04013814200","Census Tract 8142, Maricopa County, Arizona","Census Tract 8142, Maricopa County, Arizona","az","140","00","ACSSF","0004555",,,,,"04","013",,,,"814200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2683,2683,5416.856,0.495305769756462,2683,1320,1363,2683,273,70,182,97,137,268,405,417,532,224,78,0,2683,2174,219,0,103,0,82,105,997,793,736,57,36,21,204,98,106,95903,1048,997,935,62,2656,76,64,140,2516
"04013814300","14000US04013814300","Census Tract 8143, Maricopa County, Arizona","Census Tract 8143, Maricopa County, Arizona","az","140","00","ACSSF","0004556",,,,,"04","013",,,,"814300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4227,4227,4318.513,0.978809168227807,4227,2109,2118,4227,450,479,314,157,186,584,764,536,421,251,46,39,4227,3523,180,62,270,0,72,120,1359,1129,969,160,17,143,230,122,108,82150,1395,1359,1039,320,4227,312,308,620,3607
"04013814400","14000US04013814400","Census Tract 8144, Maricopa County, Arizona","Census Tract 8144, Maricopa County, Arizona","az","140","00","ACSSF","0004557",,,,,"04","013",,,,"814400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4671,4671,4762.201,0.980848946018283,4671,2340,2331,4671,316,403,366,254,437,718,941,683,388,124,41,0,4671,3431,100,0,796,92,154,98,1714,1260,1011,249,24,225,454,298,156,75255,1817,1714,1296,418,4671,69,561,630,4041
"04013814500","14000US04013814500","Census Tract 8145, Maricopa County, Arizona","Census Tract 8145, Maricopa County, Arizona","az","140","00","ACSSF","0004558",,,,,"04","013",,,,"814500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5279,5279,5283.725,0.999105787362721,5279,2469,2810,5279,500,424,525,180,289,792,1262,671,364,197,36,39,5279,3746,326,10,476,0,632,89,1719,1384,1083,301,155,146,335,170,165,87670,1869,1719,1280,439,5229,273,262,535,4694
"04013814600","14000US04013814600","Census Tract 8146, Maricopa County, Arizona","Census Tract 8146, Maricopa County, Arizona","az","140","00","ACSSF","0004559",,,,,"04","013",,,,"814600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813,4813,2346.987,2.05071452068504,4813,2223,2590,4813,359,423,636,297,362,660,1117,519,226,74,76,64,4813,3635,337,0,239,0,498,104,1573,1294,871,423,57,366,279,193,86,77022,1631,1573,993,580,4813,231,808,1039,3774
"04013814700","14000US04013814700","Census Tract 8147, Maricopa County, Arizona","Census Tract 8147, Maricopa County, Arizona","az","140","00","ACSSF","0004560",,,,,"04","013",,,,"814700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4025,4025,4099.818,0.981750880699061,4025,2088,1937,4025,363,387,414,202,230,670,755,466,350,103,76,9,4025,3610,150,8,95,0,69,93,1279,944,885,59,31,28,335,205,130,78142,1390,1279,1033,246,4016,139,576,715,3301
"04013814800","14000US04013814800","Census Tract 8148, Maricopa County, Arizona","Census Tract 8148, Maricopa County, Arizona","az","140","00","ACSSF","0004561",,,,,"04","013",,,,"814800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4317,4317,2193.144,1.96840680342921,4317,1868,2449,4317,460,349,237,99,859,1464,366,182,262,15,8,16,4317,3696,209,0,144,0,147,121,1487,1027,688,339,58,281,460,90,370,76194,1621,1487,1007,480,4317,424,477,901,3416
"04013814900","14000US04013814900","Census Tract 8149, Maricopa County, Arizona","Census Tract 8149, Maricopa County, Arizona","az","140","00","ACSSF","0004562",,,,,"04","013",,,,"814900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2982,2982,2020.644,1.47576745529323,2982,1535,1447,2982,110,263,152,258,260,398,446,605,311,125,26,28,2982,2772,28,49,10,0,56,67,1084,877,743,134,71,63,207,107,100,78906,1084,1084,864,220,2982,123,290,413,2569
"04013815000","14000US04013815000","Census Tract 8150, Maricopa County, Arizona","Census Tract 8150, Maricopa County, Arizona","az","140","00","ACSSF","0004563",,,,,"04","013",,,,"815000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4310,4310,4534.512,0.950488187590058,4310,2202,2108,4310,470,364,450,208,168,386,1020,681,363,183,17,0,4310,3623,341,0,254,0,59,33,1290,1086,910,176,95,81,204,132,72,117083,1290,1290,1256,34,4310,35,283,318,3992
"04013815100","14000US04013815100","Census Tract 8151, Maricopa County, Arizona","Census Tract 8151, Maricopa County, Arizona","az","140","00","ACSSF","0004564",,,,,"04","013",,,,"815100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651,3651,3695.295,0.988013071875236,3651,1807,1844,3651,454,416,361,113,325,644,660,262,286,95,35,0,3651,3218,33,0,117,0,251,32,1188,952,683,269,39,230,236,151,85,92009,1231,1188,925,263,3615,259,365,624,2991
"04013815200","14000US04013815200","Census Tract 8152, Maricopa County, Arizona","Census Tract 8152, Maricopa County, Arizona","az","140","00","ACSSF","0004565",,,,,"04","013",,,,"815200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,4700,2253.971,2.08520888899871,4700,2369,2331,4700,587,482,290,244,345,1104,759,465,306,118,0,0,4700,3809,426,22,248,0,170,25,1696,1176,911,265,65,200,520,189,331,77034,1832,1696,1279,417,4677,256,508,764,3913
"04013815300","14000US04013815300","Census Tract 8153, Maricopa County, Arizona","Census Tract 8153, Maricopa County, Arizona","az","140","00","ACSSF","0004566",,,,,"04","013",,,,"815300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3244,3244,1735.31,1.869406730842,3244,1742,1502,3244,412,200,363,225,195,406,559,628,175,50,31,0,3244,2735,20,41,237,0,174,37,947,845,757,88,27,61,102,72,30,121742,1110,947,887,60,3244,19,166,185,3059
"04013815400","14000US04013815400","Census Tract 8154, Maricopa County, Arizona","Census Tract 8154, Maricopa County, Arizona","az","140","00","ACSSF","0004567",,,,,"04","013",,,,"815400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4133,4133,1005.435,4.11065842776105,4133,1998,2135,4133,493,544,384,94,246,764,845,326,291,118,24,4,4133,2883,390,0,539,0,140,181,1407,1050,824,226,72,154,357,118,239,78125,1653,1407,999,408,4110,170,546,716,3394
"04013815500","14000US04013815500","Census Tract 8155, Maricopa County, Arizona","Census Tract 8155, Maricopa County, Arizona","az","140","00","ACSSF","0004568",,,,,"04","013",,,,"815500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3439,3439,1721.262,1.99795211406385,3439,1619,1820,3439,219,224,308,110,351,584,559,726,254,16,88,0,3439,2552,496,42,255,0,0,94,1206,808,779,29,17,12,398,195,203,89407,1356,1206,740,466,3439,30,288,318,3121
"04013815600","14000US04013815600","Census Tract 8156, Maricopa County, Arizona","Census Tract 8156, Maricopa County, Arizona","az","140","00","ACSSF","0004569",,,,,"04","013",,,,"815600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4966,4966,2457.179,2.02101669969127,4966,2730,2236,4966,674,435,519,115,73,1164,1092,271,324,180,119,0,4966,3265,548,80,847,0,107,119,1505,1319,1242,77,56,21,186,103,83,83728,1624,1505,1421,84,4966,88,576,664,4302
"04013815700","14000US04013815700","Census Tract 8157, Maricopa County, Arizona","Census Tract 8157, Maricopa County, Arizona","az","140","00","ACSSF","0004570",,,,,"04","013",,,,"815700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5690,5690,6963.656,0.817099538685121,5690,2803,2887,5690,577,494,548,439,302,908,1149,728,439,95,11,0,5690,4130,488,136,401,14,207,314,1801,1464,1113,351,106,245,337,203,134,80344,1830,1801,1521,280,5680,71,654,725,4955
"04013815800","14000US04013815800","Census Tract 8158, Maricopa County, Arizona","Census Tract 8158, Maricopa County, Arizona","az","140","00","ACSSF","0004571",,,,,"04","013",,,,"815800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466,2466,2260.005,1.09114791265442,2466,1290,1176,2466,290,309,266,116,61,622,431,180,132,47,12,0,2466,2118,102,20,137,9,8,72,846,630,445,185,72,113,216,120,96,71552,970,846,628,218,2466,236,252,488,1978
"04013815900","14000US04013815900","Census Tract 8159, Maricopa County, Arizona","Census Tract 8159, Maricopa County, Arizona","az","140","00","ACSSF","0004572",,,,,"04","013",,,,"815900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320,4320,948.9956,4.55218132284783,4320,2236,2084,4320,556,326,483,57,216,841,840,537,320,26,98,20,4320,3251,0,47,709,0,63,250,1302,1184,1134,50,21,29,118,82,36,94722,1517,1302,1133,169,4299,116,602,718,3581
"04013816000","14000US04013816000","Census Tract 8160, Maricopa County, Arizona","Census Tract 8160, Maricopa County, Arizona","az","140","00","ACSSF","0004573",,,,,"04","013",,,,"816000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6169,6169,666.5152,9.25560272866129,6169,3033,3136,6169,840,498,524,228,427,897,1393,791,330,149,47,45,6169,5062,214,98,97,0,379,319,1864,1512,1302,210,0,210,352,182,170,102550,2160,1864,1600,264,6169,331,255,586,5583
"04013816100","14000US04013816100","Census Tract 8161, Maricopa County, Arizona","Census Tract 8161, Maricopa County, Arizona","az","140","00","ACSSF","0004574",,,,,"04","013",,,,"816100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7619,7619,6898.814,1.10439276166531,7619,4104,3515,7619,1200,1105,678,285,456,1676,1140,544,240,242,53,0,7619,6533,260,33,123,0,278,392,2226,1863,1451,412,159,253,363,247,116,80919,2442,2226,1531,695,7570,350,994,1344,6226
"04013816200","14000US04013816200","Census Tract 8162, Maricopa County, Arizona","Census Tract 8162, Maricopa County, Arizona","az","140","00","ACSSF","0004575",,,,,"04","013",,,,"816200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3433,3433,4898.497,0.7008271852997,3433,1674,1759,3433,475,533,292,199,191,720,422,443,90,68,0,0,3433,2534,28,174,341,0,246,110,964,857,688,169,23,146,107,48,59,82300,1146,964,644,320,3433,231,579,810,2623
"04013816300","14000US04013816300","Census Tract 8163, Maricopa County, Arizona","Census Tract 8163, Maricopa County, Arizona","az","140","00","ACSSF","0004576",,,,,"04","013",,,,"816300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2808,2808,1307.375,2.14781497057129,2808,1267,1541,2808,0,0,0,0,20,0,207,173,1273,720,271,144,2808,2763,31,0,0,0,0,14,1564,1126,1126,0,0,0,438,112,326,63413,1914,1564,1419,145,2808,96,335,431,2377
"04013816400","14000US04013816400","Census Tract 8164, Maricopa County, Arizona","Census Tract 8164, Maricopa County, Arizona","az","140","00","ACSSF","0004577",,,,,"04","013",,,,"816400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5089,5089,1697.239,2.99839922038249,5089,2618,2471,5089,662,478,410,210,385,997,1005,511,273,158,0,0,5089,4546,128,37,240,0,60,78,1690,1294,961,333,78,255,396,219,177,82348,2007,1690,1472,218,5073,407,326,733,4340
"04013816500","14000US04013816500","Census Tract 8165, Maricopa County, Arizona","Census Tract 8165, Maricopa County, Arizona","az","140","00","ACSSF","0004578",,,,,"04","013",,,,"816500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4133,4133,1345.78,3.0710814104158,4133,2205,1928,4133,343,451,614,245,106,386,932,411,338,212,73,22,4133,3745,43,14,0,11,320,0,1245,1077,903,174,57,117,168,133,35,94489,1315,1245,1127,118,4122,340,175,515,3607
"04013816600","14000US04013816600","Census Tract 8166, Maricopa County, Arizona","Census Tract 8166, Maricopa County, Arizona","az","140","00","ACSSF","0004579",,,,,"04","013",,,,"816600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3906,3906,3333.333,1.17180002378389,3906,1674,2232,3906,650,422,380,250,186,535,863,327,177,42,35,39,3906,3144,232,0,111,0,372,47,1024,909,850,59,35,24,115,63,52,79429,1041,1024,825,199,3906,73,1071,1144,2762
