Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T044_001,SE_T044_002,SE_T044_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T063_001,SE_T063_002,SE_T063_003,SE_T063_004,SE_T063_005,SE_T063_006,SE_T063_007,SE_T063_008,SE_T063_009,SE_T063_010,SE_T063_011,SE_T063_012,SE_T063_013,SE_T063_014,SE_T063_015,SE_T063_016,SE_T063_017,SE_T063_018,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T071_001,SE_T071_002,SE_T071_003,SE_T071_004
"Census Tract 1006.02","Census Tract 1006.02, Jefferson County, Wisconsin","55055100602","140","00","55","055","17",,"100602",3299,3299,78.90449,41.8100408187219,43.36545,41.81004,1.55541,3299,1683,1616,3299,125,206,225,133,186,257,412,669,578,299,143,66,46.8,46.3,47.3,3299,3208,18,12,14,1,17,29,3299,3242,3179,18,6,14,0,1,24,57,29,0,6,0,1,16,5,1387,957,792,165,62,103,430,347,83,3299,3288,2758,957,792,833,43,14,8,30,81,530,347,83,100,11,9,2,1706,1387,1182,205,1706,1387,319,319,15,286,18
"Census Tract 1007","Census Tract 1007, Jefferson County, Wisconsin","55055100700","140","00","55","055","17",,"100700",4630,4630,101.1028,45.7949766562625,46.28161,45.79498,0.486637,4630,2313,2317,4630,359,359,298,184,300,686,679,721,546,324,141,33,37.1,37.2,36.9,4630,4379,35,13,35,1,99,68,4630,4373,4234,34,13,35,1,6,50,257,145,1,0,0,0,93,18,1754,1276,1090,186,71,115,478,357,121,4630,4619,3996,1276,1090,1359,66,31,32,46,96,623,357,121,145,11,0,11,1860,1754,1363,391,1860,1754,106,106,38,33,35
"Census Tract 1010","Census Tract 1010, Jefferson County, Wisconsin","55055101000","140","00","55","055","17",,"101000",3881,3881,659.0497,5.88878172408521,6.094268,5.888782,0.2054867,3881,1933,1948,3881,250,273,245,148,255,522,547,544,457,311,194,135,39.2,37.1,42.3,3881,3615,13,19,33,0,140,61,3881,3553,3459,11,16,25,0,2,40,328,156,2,3,8,0,138,21,1636,1024,804,220,82,138,612,512,100,3881,3857,3121,1024,804,1056,49,31,21,52,84,736,512,100,124,24,0,24,1744,1636,1054,582,1744,1636,108,108,41,30,37
"Census Tract 1011","Census Tract 1011, Jefferson County, Wisconsin","55055101100","140","00","55","055","17",,"101100",4477,4477,929.8331,4.81484238537013,4.980162,4.814842,0.1653193,4477,2214,2263,4477,342,315,310,155,377,631,616,614,440,306,230,141,36.5,35.4,37.6,4477,4026,44,16,25,5,293,68,4477,3848,3732,30,15,25,5,0,41,629,294,14,1,0,0,293,27,1642,1066,777,289,90,199,576,455,121,4477,4115,3376,1066,777,1260,41,27,18,51,136,739,455,121,163,362,259,103,1783,1642,991,651,1783,1642,141,141,85,35,21
"Census Tract 1012.01","Census Tract 1012.01, Jefferson County, Wisconsin","55055101201","140","00","55","055","17",,"101201",2190,2190,56.75454,38.5872243423522,54.42521,38.58722,15.83798,2190,1140,1050,2190,92,105,115,98,128,167,265,444,391,243,102,40,47.9,47.3,48.5,2190,2135,8,4,10,0,22,11,2190,2136,2106,8,3,9,0,0,10,54,29,0,1,1,0,22,1,902,649,557,92,38,54,253,195,58,2190,2170,1853,649,557,525,26,10,16,35,35,317,195,58,64,20,0,20,1241,902,803,99,1241,902,339,339,5,309,25
"Census Tract 1013","Census Tract 1013, Jefferson County, Wisconsin","55055101300","140","00","55","055","17",,"101300",5795,5795,851.2173,6.80789717944639,6.89441,6.807897,0.08651276,5795,2816,2979,5795,328,416,374,234,409,773,791,915,742,412,288,113,39.6,38.6,40.6,5795,5518,38,20,53,2,109,55,5795,5491,5340,35,15,53,2,4,42,304,178,3,5,0,0,105,13,2392,1565,1216,349,105,244,827,650,177,5795,5675,4637,1565,1216,1572,48,35,14,61,126,1038,650,177,211,120,0,120,2522,2392,1669,723,2522,2392,130,130,32,61,37
"Census Tract 1014","Census Tract 1014, Jefferson County, Wisconsin","55055101400","140","00","55","055","17",,"101400",3453,3453,1394.183,2.47671958325676,2.630289,2.47672,0.1535698,3453,1681,1772,3453,262,283,261,109,275,506,463,438,384,245,148,79,35.6,33.6,37.6,3453,3028,20,2,15,0,318,70,3453,2891,2819,18,1,15,0,2,36,562,209,2,1,0,0,316,34,1354,893,652,241,72,169,461,373,88,3453,3399,2832,893,652,1038,42,27,15,54,111,567,373,88,106,54,0,54,1433,1354,751,603,1433,1354,79,79,34,35,10
"Census Tract 1017.01","Census Tract 1017.01, Jefferson County, Wisconsin","55055101701","140","00","55","055","17",,"101701",1385,1385,45.63537,30.3492649386793,31.02336,30.34926,0.6740907,1385,701,684,1385,71,66,106,65,107,134,174,256,197,135,57,17,43.3,44,42.3,1385,1354,3,0,8,0,7,13,1385,1347,1321,3,0,8,0,4,11,38,33,0,0,0,0,3,2,521,402,359,43,23,20,119,90,29,1385,1377,1222,402,359,384,18,5,4,12,38,155,90,29,36,8,0,8,563,521,450,71,563,521,42,42,6,20,16
"Census Tract 12.02","Census Tract 12.02, Rock County, Wisconsin","55105001202","140","00","55","105","18",,"001202",5758,5758,230.5253,24.9777342597726,25.41734,24.97773,0.4396036,5758,3047,2711,5758,283,338,370,234,493,729,766,940,848,430,254,73,40.8,39.5,42.5,5758,5345,226,13,68,0,41,65,5758,5584,5230,224,9,68,0,5,48,174,115,2,4,0,0,36,17,2045,1550,1336,214,86,128,495,376,119,5758,5182,4552,1550,1336,1423,56,36,18,42,91,630,376,119,135,576,568,8,2215,2045,1699,346,2215,2045,170,170,51,94,25
"Census Tract 28","Census Tract 28, Rock County, Wisconsin","55105002800","140","00","55","105","18",,"002800",5201,5201,46.913,110.86478547391,110.9829,110.8648,0.1181303,5201,2547,2654,5201,277,317,376,261,342,497,686,939,714,411,245,136,43.1,42.4,43.6,5201,5073,19,6,16,2,42,43,5201,5110,5032,18,6,16,2,2,34,91,41,1,0,0,0,40,9,1989,1465,1208,257,104,153,524,426,98,5201,5109,4470,1465,1208,1513,83,25,22,45,109,639,426,98,115,92,88,4,2130,1989,1624,365,2130,1989,141,141,39,56,46
"Census Tract 29","Census Tract 29, Rock County, Wisconsin","55105002900","140","00","55","105","18",,"002900",8058,8058,113.3631,71.081354817088,71.3735,71.08135,0.2921492,8058,4021,4037,8058,593,653,639,366,499,1017,1243,1278,864,440,295,171,37.2,36.1,38.1,8058,7777,50,34,54,2,45,96,8058,7791,7580,50,24,54,0,2,81,267,197,0,10,0,2,43,15,3094,2182,1751,431,162,269,912,752,160,8058,7974,6870,2182,1751,2561,94,38,28,55,161,1104,752,160,192,84,84,0,3277,3094,2330,764,3277,3094,183,183,82,65,36
"Census Tract 30.01","Census Tract 30.01, Rock County, Wisconsin","55105003001","140","00","55","105","18",,"003001",5037,5037,1262.562,3.98950574288375,4.017906,3.989506,0.02840052,5037,2455,2582,5037,373,351,339,196,358,793,653,732,555,308,236,143,36.8,35.6,38.2,5037,4806,46,34,25,1,64,61,5037,4851,4715,46,11,25,1,2,51,186,91,0,23,0,0,62,10,2093,1311,951,360,126,234,782,637,145,5037,4981,4027,1311,951,1466,65,30,28,41,135,954,637,145,172,56,56,0,2275,2093,1331,762,2275,2093,182,182,89,62,31
"Census Tract 30.02","Census Tract 30.02, Rock County, Wisconsin","55105003002","140","00","55","105","18",,"003002",4996,4996,90.17461,55.4036173140571,57.19263,55.40362,1.789015,4996,2595,2401,4996,247,315,365,222,314,455,680,930,746,466,202,54,43.8,42.7,44.6,4996,4812,10,27,21,0,66,60,4996,4839,4752,9,17,20,0,0,41,157,60,1,10,1,0,66,19,1972,1451,1242,209,88,121,521,402,119,4996,4996,4335,1451,1242,1409,45,18,21,49,100,661,402,119,140,0,0,0,2419,1972,1728,244,2419,1972,447,447,15,372,60
"Census Tract 31","Census Tract 31, Rock County, Wisconsin","55105003100","140","00","55","105","18",,"003100",7581,7581,225.5899,33.6052336922024,35.3532,33.60523,1.747966,7581,3757,3824,7581,432,534,561,377,582,967,1028,1189,967,519,311,114,38.4,36.7,40.1,7581,7307,34,14,70,0,65,91,7581,7412,7233,33,11,70,0,2,63,169,74,1,3,0,0,63,28,2992,2101,1635,466,161,305,891,714,177,7581,7571,6462,2101,1635,2262,120,32,33,68,211,1109,714,177,218,10,4,6,3286,2992,2143,849,3286,2992,294,294,56,181,57
"Census Tract 3","Census Tract 3, Sauk County, Wisconsin","55111000300","140","00","55","111","17",,"000300",6785,6785,336.7079,20.1509968385954,20.40885,20.151,0.2578487,6785,3382,3403,6785,474,470,443,263,636,1061,892,992,738,444,246,126,35.5,34.2,36.9,6785,6350,84,73,33,4,129,112,6785,6458,6188,84,61,32,4,2,87,327,162,0,12,1,0,127,25,2935,1743,1148,595,178,417,1192,925,267,6785,6785,5276,1743,1148,1869,96,51,40,73,256,1509,925,267,317,0,0,0,3191,2935,1711,1224,3191,2935,256,256,122,77,57
"Census Tract 4.01","Census Tract 4.01, Sauk County, Wisconsin","55111000401","140","00","55","111","17",,"000401",5147,5147,734.3094,7.00930660682598,7.011575,7.009306,0.002267964,5147,2409,2738,5147,297,296,364,201,328,530,596,759,659,442,368,307,44.4,41.5,46.7,5147,4887,36,43,52,1,64,64,5147,5006,4825,34,37,52,1,2,55,141,62,2,6,0,0,62,9,2208,1367,1078,289,100,189,841,732,109,5147,5000,4023,1367,1078,1340,47,24,25,36,106,977,732,109,136,147,141,6,2396,2208,1380,828,2396,2208,188,188,72,87,29
"Census Tract 4.02","Census Tract 4.02, Sauk County, Wisconsin","55111000402","140","00","55","111","17",,"000402",3464,3464,184.5716,18.7677827078736,18.96441,18.76778,0.1966248,3464,1816,1648,3464,194,228,221,145,320,528,499,513,437,193,137,49,37.5,35.6,39.2,3464,3256,66,46,11,3,30,52,3464,3362,3210,64,38,11,3,2,34,102,46,2,8,0,0,28,18,1374,851,623,228,93,135,523,421,102,3464,3221,2568,851,623,909,31,23,17,28,86,653,421,102,130,243,237,6,1507,1374,873,501,1507,1374,133,133,40,58,35
"Census Tract 5","Census Tract 5, Sauk County, Wisconsin","55111000500","140","00","55","111","17",,"000500",3338,3338,36.67742,91.0096818981401,94.76969,91.00968,3.760009,3338,1709,1629,3338,217,193,197,134,218,370,414,596,521,301,137,40,43.6,42.6,44.5,3338,2974,16,15,7,1,270,55,3338,2896,2825,12,11,6,1,2,39,442,149,4,4,1,0,268,16,1353,940,757,183,68,115,413,319,94,3338,3319,2787,940,757,850,56,16,21,46,101,532,319,94,119,19,0,19,1849,1353,1098,255,1849,1353,496,496,30,419,47
"Census Tract 6","Census Tract 6, Sauk County, Wisconsin","55111000600","140","00","55","111","17",,"000600",6578,6578,78.92062,83.3495691871931,83.77541,83.34957,0.4258386,6578,3199,3379,6578,419,439,452,301,434,864,908,982,751,457,302,269,39.2,37.8,40.5,6578,6259,29,23,36,1,148,82,6578,6287,6137,24,21,35,1,7,62,291,122,5,2,1,0,141,20,2667,1779,1424,355,122,233,888,736,152,6578,6466,5393,1779,1424,1888,36,37,41,54,134,1073,736,152,185,112,106,6,2828,2667,1773,894,2828,2667,161,161,31,105,25
"Census Tract 7","Census Tract 7, Sauk County, Wisconsin","55111000700","140","00","55","111","17",,"000700",2725,2725,383.4292,7.10691786988974,7.742828,7.106918,0.6359107,2725,1317,1408,2725,190,169,188,123,205,385,381,436,298,166,128,56,37.8,36.4,39.5,2725,2576,6,17,9,0,82,35,2725,2581,2529,6,11,9,0,0,26,144,47,0,6,0,0,82,9,1149,733,551,182,63,119,416,339,77,2725,2725,2217,733,551,793,26,14,11,23,66,508,339,77,92,0,0,0,1223,1149,761,388,1223,1149,74,74,29,37,8
"Census Tract 8","Census Tract 8, Sauk County, Wisconsin","55111000800","140","00","55","111","17",,"000800",3873,3873,42.4532,91.2298713353112,96.18075,91.22987,4.950879,3873,1918,1955,3873,206,228,259,186,204,369,537,670,568,327,196,123,44.3,42.8,45.4,3873,3777,12,17,4,0,17,46,3873,3814,3745,11,12,4,0,2,40,59,32,1,5,0,0,15,6,1628,1089,910,179,60,119,539,452,87,3873,3814,3178,1089,910,1048,20,18,15,20,58,636,452,87,97,59,53,6,1822,1628,1262,366,1822,1628,194,194,43,125,26
"Census Tract 11","Census Tract 11, Sauk County, Wisconsin","55111001100","140","00","55","111","17",,"001100",4134,4134,22.38903,184.644030783154,185.1364,184.644,0.4923517,4134,2143,1991,4134,261,270,318,202,308,409,497,701,580,309,203,76,41.1,40.4,42.1,4134,4058,8,16,8,2,16,26,4134,4083,4026,8,16,8,2,2,21,51,32,0,0,0,0,14,5,1553,1179,991,188,99,89,374,312,62,4134,4123,3665,1179,991,1280,56,32,25,31,71,458,312,62,84,11,7,4,1764,1553,1268,285,1764,1553,211,211,34,129,48
